graph_density,alpha,beta,num_cities,split_count,improvement_factor,tour_sequence,distances_between_cities,gold_carried_at_each_step,status,error
0.4,0.25,0.1,15,3,1.7602,"[7, 8, 13, 12, 0, 6, 9, 10, 11, 3, 1, 0, 14, 5, 2, 4, 0]","[0.1976, 0.3826, 0.3462, 0.8097, 0.3534, 0.291, 0.2857, 0.579, 0.2353, 0.1318, 0.4093, 0.8183, 0.326, 0.2809, 0.8155, 0.3752]","[130.7916, 607.0208, 1307.5856, 2140.4312, 0.0, 190.2819, 417.9643, 1088.1085, 1525.8233, 1852.3228, 2597.3402, 0.0, 313.0543, 783.1405, 1750.6828, 2121.772, 0.0]",success,
0.4,0.25,0.6,15,10,1.2988,"[9, 3, 0, 8, 0, 7, 0, 14, 0, 10, 0, 11, 1, 0, 12, 13, 0, 2, 5, 0, 6, 0, 4, 0]","[0.1681, 0.3873, 0.4396, 0.4396, 0.2786, 0.2786, 0.8183, 0.8183, 0.8412, 0.8412, 0.6227, 0.2256, 0.4093, 0.8097, 0.3462, 0.4635, 0.9239, 0.2809, 0.6456, 0.3534, 0.3534, 0.3752, 0.3752]","[227.6824, 554.182, 0.0, 476.2292, 0.0, 130.7916, 0.0, 313.0543, 0.0, 670.1442, 0.0, 437.7148, 1182.7322, 0.0, 832.8455, 1533.4104, 0.0, 967.5422, 1437.6285, 0.0, 190.2819, 0.0, 371.0892, 0.0]",success,
0.4,0.25,1.0,15,8,1.0044,"[4, 0, 12, 13, 7, 0, 14, 0, 8, 0, 1, 0, 11, 0, 10, 9, 3, 0, 2, 5, 6, 0]","[0.3752, 0.8097, 0.3462, 0.1849, 0.2786, 0.8183, 0.8183, 0.4396, 0.4396, 0.4093, 0.4093, 0.6227, 0.6227, 0.8412, 0.2857, 0.1681, 0.3873, 0.9239, 0.2809, 0.2922, 0.3534]","[371.0892, 0.0, 832.8455, 1533.4104, 1664.2019, 0.0, 313.0543, 0.0, 476.2292, 0.0, 745.0174, 0.0, 437.7148, 0.0, 670.1442, 897.8266, 1224.3262, 0.0, 967.5422, 1437.6285, 1627.9104, 0.0]",success,
0.4,0.25,1.2,15,200,1.5131,"[6, 5, 6, 0, 6, 5, 6, 0, 6, 5, 6, 0, 3, 11, 3, 0, 3, 11, 3, 0, 3, 11, 3, 0, 3, 11, 3, 0, 7, 13, 7, 0, 1, 0, 1, 0, 6, 2, 6, 0, 3, 9, 10, 9, 3, 0, 4, 0, 7, 13, 7, 0, 7, 13, 12, 13, 7, 0, 1, 0, 1, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 6, 5, 6, 0, 7, 13, 7, 0, 3, 11, 3, 0, 7, 13, 12, 13, 7, 0, 3, 9, 3, 0, 6, 5, 6, 0, 7, 13, 7, 0, 7, 13, 7, 0, 7, 13, 7, 0, 6, 5, 6, 0, 7, 13, 7, 0, 3, 9, 3, 0, 7, 13, 7, 0, 7, 13, 7, 0, 7, 13, 7, 0, 3, 11, 3, 0, 7, 13, 7, 0, 7, 13, 7, 0, 3, 9, 3, 0, 6, 2, 6, 0, 6, 2, 6, 0, 3, 11, 3, 0, 6, 2, 6, 0, 3, 9, 3, 0, 6, 5, 6, 0, 6, 5, 6, 0, 6, 5, 6, 0, 6, 5, 6, 0, 6, 5, 6, 0, 6, 5, 6, 0, 3, 11, 3, 0, 3, 11, 3, 0, 3, 11, 3, 0, 3, 11, 3, 0, 7, 13, 7, 0, 6, 5, 6, 0, 6, 2, 6, 0, 6, 5, 6, 0, 3, 11, 3, 0, 7, 13, 7, 0, 7, 0, 7, 0, 7, 0, 7, 13, 7, 0, 7, 13, 7, 0, 7, 13, 12, 13, 7, 0, 3, 11, 3, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 14, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 7, 0, 7, 13, 12, 13, 7, 0, 6, 2, 6, 0, 7, 13, 12, 13, 7, 0, 7, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 7, 0, 6, 2, 6, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 7, 13, 12, 13, 7, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 6, 0, 6, 0, 6, 0, 6, 0, 6, 0, 3, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 3, 9, 10, 9, 3, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 7, 14, 7, 0, 7, 14, 7, 0, 7, 14, 7, 0, 7, 14, 7, 0, 7, 14, 7, 0, 7, 14, 7, 0, 7, 14, 7, 0, 7, 14, 7, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 8, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 0, 4, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0, 6, 2, 6, 0]","[0.2922, 0.2922, 0.3534, 0.3534, 0.2922, 0.2922, 0.3534, 0.3534, 0.2922, 0.2922, 0.3534, 0.3873, 0.2353, 0.2353, 0.3873, 0.3873, 0.2353, 0.2353, 0.3873, 0.3873, 0.2353, 0.2353, 0.3873, 0.3873, 0.2353, 0.2353, 0.3873, 0.2786, 0.1849, 0.1849, 0.2786, 0.4093, 0.4093, 0.4093, 0.4093, 0.3534, 0.5705, 0.5705, 0.3534, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3752, 0.3752, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.4093, 0.4093, 0.4093, 0.4093, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.3534, 0.2922, 0.2922, 0.3534, 0.2786, 0.1849, 0.1849, 0.2786, 0.3873, 0.2353, 0.2353, 0.3873, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.3873, 0.1681, 0.1681, 0.3873, 0.3534, 0.2922, 0.2922, 0.3534, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.3534, 0.2922, 0.2922, 0.3534, 0.2786, 0.1849, 0.1849, 0.2786, 0.3873, 0.1681, 0.1681, 0.3873, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.3873, 0.2353, 0.2353, 0.3873, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.3873, 0.1681, 0.1681, 0.3873, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3873, 0.2353, 0.2353, 0.3873, 0.3534, 0.5705, 0.5705, 0.3534, 0.3873, 0.1681, 0.1681, 0.3873, 0.3534, 0.2922, 0.2922, 0.3534, 0.3534, 0.2922, 0.2922, 0.3534, 0.3534, 0.2922, 0.2922, 0.3534, 0.3534, 0.2922, 0.2922, 0.3534, 0.3534, 0.2922, 0.2922, 0.3534, 0.3534, 0.2922, 0.2922, 0.3534, 0.3873, 0.2353, 0.2353, 0.3873, 0.3873, 0.2353, 0.2353, 0.3873, 0.3873, 0.2353, 0.2353, 0.3873, 0.3873, 0.2353, 0.2353, 0.3873, 0.2786, 0.1849, 0.1849, 0.2786, 0.3534, 0.2922, 0.2922, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.2922, 0.2922, 0.3534, 0.3873, 0.2353, 0.2353, 0.3873, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.2786, 0.2786, 0.2786, 0.2786, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.3873, 0.2353, 0.2353, 0.3873, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.5398, 0.5398, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.3534, 0.5705, 0.5705, 0.3534, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.1849, 0.2786, 0.3534, 0.5705, 0.5705, 0.3534, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.2786, 0.1849, 0.3462, 0.3462, 0.1849, 0.2786, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.4093, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3873, 0.3534, 0.3534, 0.3534, 0.3534, 0.3534, 0.3534, 0.3534, 0.3534, 0.3534, 0.3534, 0.3873, 0.1681, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3873, 0.1681, 0.2857, 0.2857, 0.1681, 0.3873, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.2786, 0.5398, 0.5398, 0.2786, 0.2786, 0.5398, 0.5398, 0.2786, 0.2786, 0.5398, 0.5398, 0.2786, 0.2786, 0.5398, 0.5398, 0.2786, 0.2786, 0.5398, 0.5398, 0.2786, 0.2786, 0.5398, 0.5398, 0.2786, 0.2786, 0.5398, 0.5398, 0.2786, 0.2786, 0.5398, 0.5398, 0.2786, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.4396, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3752, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534, 0.3534, 0.5705, 0.5705, 0.3534]","[0.0, 33.5776, 33.5776, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 35.0282, 35.0282, 0.0, 37.2509, 0.0, 37.2509, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 37.1089, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 37.2509, 0.0, 37.2509, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 37.9471, 37.9471, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 37.9471, 37.9471, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 37.9471, 37.9471, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 37.9471, 37.9471, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 33.5776, 33.5776, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 35.0282, 35.0282, 0.0, 43.5972, 0.0, 43.5972, 0.0, 43.5972, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 33.6704, 33.6704, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 34.7838, 34.7838, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 35.0282, 35.0282, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 0.0, 0.0, 32.0325, 32.0325, 32.0325, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 37.2509, 0.0, 36.2777, 0.0, 36.2777, 0.0, 36.2777, 0.0, 36.2777, 0.0, 36.2777, 0.0, 36.2777, 0.0, 36.2777, 0.0, 36.2777, 0.0, 36.2777, 0.0, 38.0564, 0.0, 38.0564, 0.0, 38.0564, 0.0, 38.0564, 0.0, 38.0564, 0.0, 0.0, 37.9471, 37.9471, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 37.9471, 37.9471, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 0.0, 31.9116, 31.9116, 31.9116, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 34.7838, 34.7838, 0.0, 0.0, 34.7838, 34.7838, 0.0, 0.0, 34.7838, 34.7838, 0.0, 0.0, 34.7838, 34.7838, 0.0, 0.0, 34.7838, 34.7838, 0.0, 0.0, 34.7838, 34.7838, 0.0, 0.0, 34.7838, 34.7838, 0.0, 0.0, 34.7838, 34.7838, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 36.633, 0.0, 37.1089, 0.0, 37.1089, 0.0, 37.1089, 0.0, 37.1089, 0.0, 37.1089, 0.0, 37.1089, 0.0, 37.1089, 0.0, 37.1089, 0.0, 37.1089, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0, 0.0, 31.211, 31.211, 0.0]",success,
